id,company,homepage_url,category_page_url,product_page_url
0096,Promo,https://promo.com.bd/,https://promo.com.bd/product-category/power-banks/,https://promo.com.bd/product/baseus-bipow-digital-display-15w-power-bank-30000mah/
0097,Innovation Consulting Pvt. Ltd.,innovision-bd.com,https://innovision-bd.com/our-services/,https://innovision-bd.com/meet/training-and-capacity-development/
0111,Software Shop Limited (SSL),www.sslwireless.com,https://sslwireless.com/application-development/,https://sslwireless.com/entertainment-vas/etunes/
0114,Girls,littleangelsbd.com,https://littleangelsbd.com/footwear/boys-footwear.html,https://littleangelsbd.com/a0050237-boys-casual-slip-on.html
0116,Brand Bazaar,brandbazaarbd.com,https://brandbazaarbd.com/ledlcd3d,https://brandbazaarbd.com/ledlcd3d/akash-dth-sales-service
0162,Satkhirashop.com,www.satkhirashop.com,https://satkhirashop.com/product-category/grocery/,https://satkhirashop.com/product/%e0%a6%ae%e0%a7%87%e0%a6%a5%e0%a6%bf-%e0%a6%97%e0%a7%81%e0%a7%9c%e0%a6%be/
0176,Brac Aarong,www.aarong.com,https://www.aarong.com/women/saree,https://www.aarong.com/women/saree-b3f115c98ad0b2fbd8b9ec0c8d536f92/black-appliqued-and-embroidered-muslin-saree-0550000143946.html
0181,ClicknTech,www.clickntech.com,https://clickntech.com/archives/category/cinematography,https://clickntech.com/archives/2096
0182,Shape Communications Bangladesh,www.shapebd.com,https://shapebd.com/services/,https://shapebd.com/creative-design-service/
0189,Zettabyte Gadgets,www.zettabyte-gadgets.com,https://zettabyte-gadgets.com/product-category/laptop/,https://zettabyte-gadgets.com/product/ideapad-1-15iau7-12th-generation-intel-core-i7-processor-15-6-fhd-laptop/
0193,Digital Hub Bangladesh LTD.,www.digitalhubbd.com,https://www.digitalhubbd.com/course,https://www.digitalhubbd.com/course-details/1
0197,Daraz Bangladesh Ltd,www.daraz.com.bd,https://www.daraz.com.bd/womens-casual-watches-wsj/?spm=a2a0e.home.categories.10.735212f778j6Ep&up_id=121769095&clickTrackInfo=b76b6ab7-1803-4842-a74e-c4e77bbe1b6f__7757__121769095__static__0.09997749413239881__platform__ANDROID__scm__1007.40350.322036.__brandID__0__SellerID__0__IsHitHot__1__IfCart__0__IfOrder__0__IfLeafCatCart__0__IfLeafCatOrd__0__IfBrandCart__0__IfBrandOrd__0__IfCartSeller__0__IfOrdSeller__0__item_sold__0__GmvNow__0.0__item_day_sold__0__ctr__0.0__cvr__0.0__rank__0.0__322036__30350&from=hp_categories&item_id=121769095&version=v2,https://www.daraz.com.bd/products/magnetic-watch-for-girls-multicolor-watch-watch-for-women-watch-for-women-i269564958-s1241261627.html?spm=a2a0e.searchlistcategory.sku.19.1a0c1af192289M&search=1
0199,Ajkershop,www.ajkershop.com,https://www.ajkershop.com/categories,https://www.ajkershop.com/product/4k-hdmi-switch-with-remote
0204,Cosmetic Freak,www.cosmeticfreak.com,https://www.cosmeticfreak.com/index.php?route=product/category&path=20_87,https://www.cosmeticfreak.com/index.php?route=product/product&path=20_87&product_id=1647
0212,N I Biz Soft,www.nibizsoft.com,https://www.nibizsoft.com/software-development/,https://www.nibizsoft.com/client-management-software/
0217,Angel Corporation,https://activecart.com.bd,https://activecart.com.bd/categories,https://activecart.com.bd/product/clever-chek-td-4230-blood-glucose-monitoring-system
0218,Diabetes Store Limited,https://diabetesstore.com.bd,https://diabetesstore.com.bd/index.php?route=product/catalog,https://diabetesstore.com.bd/golden-country-quick-cooking-white-oats.html
0223,NokshiBazar,www.nokshibazar.com,https://nokshibazar.com/product-category/men/,https://nokshibazar.com/product/cotton-panjabi/
0224,Kultuer Limited,https://www.kultuer.com/,https://www.kultuer.com/category/health-and-beauty,https://www.kultuer.com/item/ujjwala-care-anti-hairfall-herbal-shampoo-200ml-8941160252040
0228,CN BAZAR,www.cnbazar.com,https://cnbazar.com/product-category/gadget-electronics,https://cnbazar.com/product/instant-heater-shower-brazilian
0236,Creative Spotlight (shopping24bd.com),shopping24bd.com,https://www.shopping24bd.com/electronics-computers,https://www.shopping24bd.com/electronics-computers/acer-aspire-switch-12-full-hd-12-5-touch-screen-hybrid-laptop-sw5-271-64v2
0237,Jamdani Mela,www.jamdanimela.com,https://jamdanimela.com/product-category/jamdani-saree/,https://jamdanimela.com/product/7336/
0239,HTS Corporation Ltd.,www.htsbd.com,https://htsbd.com/products/,https://htsbd.com/product/ad104-audiometer/
0244,Fair Food and Lifestyle,www.ffl.com.bd,https://ffl.com.bd/product-category/tong-garden/,https://ffl.com.bd/product/baked-almonds-85-gm/
0257,Mohanogor.com,www.mohanogor.com,https://www.mohanogor.com/men/mens-clothing/t-shirts,https://www.mohanogor.com/men-s-round-neck-t-shirt-2
0260,ALOHA ISHOPPE,http://alohaishoppe.com.bd/,https://alohaishoppe.com.bd/product-category/iphone/,https://alohaishoppe.com.bd/product/iphone-14-pro/
0267,Kenakata BD,www.kenakatabd.com,https://kenakatabd.com/product-category/electronics/,https://kenakatabd.com/product/energizer-energy-e241s-feature-phone-with-wi-fi-and-gps/
0268,BikroyBazaar.com,www.bikroybazaar.com,https://bikroybazaar.com/category/sharee,https://bikroybazaar.com/product/930
0276,Era cell Limited,www.buymobile.com.bd,https://www.buymobile.com.bd/bike,https://www.buymobile.com.bd/pop-cycle-compact-bike
0281,Chorki Limited,www.chorki.com,https://www.chorki.com/genre/action-movie,https://www.chorki.com/bn/videos/bangla-movie-takar-ohonkar
0310,STAR TECH & ENGINEERING LTD.,www.stel.com.bd,https://www.stel.com.bd/all-in-one-pc,https://www.stel.com.bd/hp-pro-240-g9-core-i3-12th-gen-all-in-one-desktop-pc
0333,Jadroo E-Commerce Ltd A Sister Concern of JADROO GROUP,www.jadroo.com,https://www.jadroo.com/electronics-gadgets,https://www.jadroo.com/products/micro-usb-to-lightning-adapter-converter
0338,Host Clation,www.hostclation.com,https://hostclation.com/sharedhosting.html,https://clients.hostclation.com/index.php/store/shared-hosting/1-gb-starter
0340,All Market bd,www.allmarket.com.bd,https://www.allmarket.com.bd/product-category/accessories-gadget/,https://www.allmarket.com.bd/product/hz12-digital-smart-watch-price-in-bd/
0344,Dream Market International,http://www.dreammarketbd.com/,https://www.dreammarketbd.com/Gadget/desktop-clock?route=product/category,https://www.dreammarketbd.com/Gadget/desktop-clock/Desktop-LED-Clock-DLC0004?route=product/product&language=en-gb
0348,Saifur's PVT LTD,http://saifurs.org/,https://saifursbooks.com/category/academic-english-habno,https://saifursbooks.com/product/hsc-english-first-paper-pani
0351,kaymu.com,http://www.kaymu.com.bd/,https://www.daraz.com.bd/womens-traditional-clothing/?spm=a2a0e.tm800156974.cate_1.1.47ff42102W9oXh,https://www.daraz.com.bd/products/japani-silk-saree-for-women-sari-i260759975-s1220911329.html?spm=a2a0e.searchlistcategory.sku.3.322972a1XrKVPy&search=1
0373,Genius Technology,http://www.geniusbd.com/,https://www.geniusbd.com/index.php?route=product/category&language=en-gb&path=74,https://www.geniusbd.com/index.php?route=product/product&language=en-gb&path=74&product_id=61
0375,Khaas Food Limited,www.khaasfood.com,https://www.khaasfood.com/product-category/nuts-dates/,https://www.khaasfood.com/product/almond-kath-badam/
0378,somotol,http://www.somotol.com/,http://www.somotol.com/product-category/women/cosmetics-and-perfume/,http://www.somotol.com/product/everyuth-naturals-brightening-lemon-cherry-face-wash-100g/
0392,Bproperty.com Ltd,http://www.bproperty.com/,https://www.bproperty.com/en/interior/residential/,https://www.bproperty.com/en/property/details-1807707.html
0395,Othoba.Com,www.othoba.com,https://www.othoba.com/tel-plastics-offers?utm_source=tel+offer&utm_medium=parent+block&utm_campaign=othoba+household+offer+2023,https://www.othoba.com/khandani-seed-planter-18-sw-tel
0396,Bikroy.com Limited,www.bikroy.com,https://bikroy.com/en/ads/bangladesh/vehicles,https://bikroy.com/en/ad/isuzu-covered-van-2017-for-sale-dhaka
0397,Website Solutions,www.websitesolutions.com.bd,https://www.websitesolutions.com.bd/it-training-center-in-dhaka/,https://www.websitesolutions.com.bd/graphics-design-course-in-dhaka/
0398,Glam Makers,www.glammakers.com,https://glammakers.com/17-new-arrivals,https://glammakers.com/home/26-summer-eden-by-gul-ahmed-2023-cl-32541.html
0403,Teddy Tex,www.teddytex.com,https://www.teddytex.com/index.php/product-category/dress__salwar/,https://www.teddytex.com/index.php/product/dhakai-handloom-jamdani-2-pcs/
0406,Foodpanda Bangladesh Limited,www.foodpanda.com.bd,https://www.foodpanda.com.bd/restaurants/new?lng=90.41848&lat=23.80175&vertical=restaurants,https://www.foodpanda.com.bd/restaurant/m4a4/helen-kitchen
0412,Florista. Delivery,http://florista.delivery,https://www.florista.delivery/product-category/cake-chocolates/,https://www.florista.delivery/product/cool-choco/
0424,Glam Touch,www.glamtouch.com.bd,https://www.glamtouch.com.bd/gown/tail-cut-blazer-gown,https://www.glamtouch.com.bd/product/view/Stylish-Fish-Cut-Gown-Nude-Pink-1064
0425,Pickaboo,www.pickaboo.com,https://www.pickaboo.com/product/the-mobile-store/,https://www.pickaboo.com/product-detail/honor-x9a-8gb-256gb/
0433,EzzyTech Networks,www.ezzytech.com,https://www.vernalweb.com/reseller-hosting,https://clients.vernalweb.com/index.php?rp=/store/web-hosting/trim&billingcycle=annually
0439,Foto Cart,www.fotocart.com.bd,http://www.fotocart.com.bd/product-categories/monitors,http://www.fotocart.com.bd/products/xiaomi-redmi-27-inch-fhd-ips-monitor-1-x-hdmi-1-x-vga-1-x-audio-rmmnt27nf-global-version
0441,Priyoshop.com Limited,www.priyoshop.com,https://www.priyoshop.com/kids-zone,https://www.priyoshop.com/emco-metal-x-racers-143-scale-diecast-pull-back-action-78-danger-6266
0444,ChalDal Limited,www.chaldal.com,https://chaldal.com/dhamaka-offer,https://chaldal.com/chaldal-basic-dishwashing-bar-300-gm-combo-2-pcs
0454,Wafi Solutions,www.wafilife.com,https://www.wafilife.com/cat/books/author/mazharul-islam-taru,https://www.wafilife.com/%e0%a6%8f-%e0%a6%b9%e0%a6%bf%e0%a6%b8%e0%a7%8d%e0%a6%9f%e0%a7%8b%e0%a6%b0%e0%a6%bf-%e0%a6%85%e0%a6%ab-%e0%a6%ab%e0%a7%8b%e0%a6%95%e0%a7%8d%e0%a6%9f%e0%a7%87%e0%a6%b2-%e0%a6%95%e0%a6%be%e0%a6%b2/dp/422506
0457,Ki Kinben,www.kikinben.com,https://www.kikinben.com/en/beauty-fragrances/hair-styling/hairspray.html,https://www.kikinben.com/en/tresemme-keratin-smooth-hair-protect-spray-200ml.html
0462,Uninob Corporation (Tokitakishop Ltd),www.uninob.com,https://uninob.com/product-category/home-decor/,https://uninob.com/product/wooden-frame/
0471,Aristo Computers,www.aristocomputers.com,https://aristocomputers.com/product-category/laptop/,https://aristocomputers.com/product/lenovo-ideapad-slim-3i-intel-celeron-n4020-256gb-ssd-15-6-hd-laptop/
0473,Web Host BD,www.webhostbd.com,https://www.webhostbd.com/whmcs-bridge/store/web-hosting/,https://www.webhostbd.com/whmcs-bridge/cart/?a=add&pid=3
0474,ZHost Bangladeash,http://www.zhostbd.com/contact/,https://clientarea.zhostbd.com/cart.php?gid=4,https://clientarea.zhostbd.com/cart.php?a=add&pid=15
0476,Pathao Limited,www.pathao.com,https://pathao.com/bn/bike/,https://pathao.com/bn/earn-with-car/
0480,Ritzy Outfits,www.ritzy.com.bd,https://ritzy.com.bd/product-category/kids-boy/panjabi-pajama-set-kids-boy/,https://ritzy.com.bd/shop/kids-boy/panjabi-pajama-set-kids-boy/kids-panjabi-payjama-set-2/
0481,The Soft King IT Solution,www.thesoftking.com,https://www.thesoftking.com/services,https://www.thesoftking.com/services/web
0484,RD Network BD,www.rdnetworkbd.com,https://www.rdnetworkbd.com/software-development/,https://www.rdnetworkbd.com/ebusi-retail-pos-inventory-software/
0485,Info link Limited,www.infolinkbd.com,https://www.infolinkbd.com/sme-internet,
0497,Bd Online Mart,www.bdonlinemart.com,https://www.bdonlinemart.com/manufacturer/all,https://www.bdonlinemart.com/woodland-1207112-brown
0500,HG AVIATION LTD,www.flyregent.com,http://www.flyregent.com/packages,http://www.flyregent.com/package/50/Cox's%20Bazar
0502,Oitijho.com Ltd,www.oitijho.com,https://oitijho.com/product-category/dress/,https://oitijho.com/product/%e0%a6%b0%e0%a6%95%e0%a7%8d%e0%a6%a4%e0%a7%87-%e0%a6%86%e0%a6%81%e0%a6%95%e0%a6%be-%e0%a6%ad%e0%a7%8b%e0%a6%b0-%e0%a6%b9%e0%a6%be%e0%a6%b0%e0%a7%8d%e0%a6%a1%e0%a6%95%e0%a6%ad%e0%a6%be%e0%a6%b0-2/
0510,SHOPOBOO,https://helper.com.bd/,https://helper.com.bd/our-services/,https://helper.com.bd/services-2/
0516,ORTHA,www.ortha.com.bd,https://ortha.com.bd/product-category/ortha-pillow-cover/,https://ortha.com.bd/product/ortha-floor-pouf/
0519,iZoom Limited,www.izoom.com.bd,https://www.izoom.com.bd/services,https://www.izoom.com.bd/service/engineering
0520,PeopleNTech Limited,www.piit.us,https://piit.us/en/virginia-campus-courses,https://piit.us/en/course/53/devops-engineering-with-cloud-computing
0521,Sonali Bazar.Com,www.sonalibazar.com,https://sonalibazar.com/index.php/product-category/paper/,https://sonalibazar.com/index.php/product/sonali-a4-paper-65-gsm/
0522,IT Clan BD,https://itclanbd.com,https://itclanbd.com/our-services,https://itclanbd.com/our-services/web-development-company-in-bangladesh
0527,Binary logic,www.binarylogic.com.bd,https://www.binarylogic.com.bd/laptop,https://www.binarylogic.com.bd/hp-250-g9-core-i3-12th-gen-8-gb-ddr4-ram-512gb-pcie-nvme-ssd
0528,Microsun Systems,www.microsun.com.bd,https://microsun.com.bd/product-category/brand-pc/,https://microsun.com.bd/product/dell-vostro-3671-9th-gen-intel-core-i5-9400-black-mini-tower-brand-pc/
0531,Biswas Host Ltd,https://www.biswashost.com,https://www.biswashost.com/cwp-reseller-hosting.php,https://www.biswashost.com/store/cwp-reseller-hosting/cr-starter?billingcycle=monthly
0533,MEDISTORE BD.COM,www.medistorebd.com,https://www.medistorebd.com/product-category/first-aid-box/,https://www.medistorebd.com/product/blue-color-aluminium-first-aid-box-with-single-lock-system/
0543,W3Space Technologies,www.w3space.net,https://www.w3space.net/hosting/corporate-hosting,https://eportal.w3space.net/index.php?rp=/store/corporate-cloud-hosting/corporate-pro
0545,Nanarokom.com,www.nanarokom.com,https://www.nanarokom.com/kitchen-item/vegetable-grater,https://www.nanarokom.com/kitchen-gear/vegetable-grater/7-in-1-vegetableg-grater-box
0547,Amarbazzar.com,www.amarbazzar.com,https://www.amarbazzar.com/en/cell-phones,https://www.amarbazzar.com/en/htc-one-mini-blue
0551,Dukpion.com,www.dukpion.com,https://dukpion.com/photochomic.html,https://dukpion.com/new-arrival-round-shape-photochromic-glasses.html
0566,Clean Force Ltd,www.cleanforce.com.bd,,https://cleanforce.com.bd/product/water-tank-pipeline-cleaning/
0567,Rdokan.com,www.rdokan.com,https://www.rdokan.com/laptop/,https://www.rdokan.com/dell-latitude-e6440-price-in-bangladesh/#more-1166
0570,AmiKinbo.com,www.Amikinbo.com,https://amikinbo.com/mens-watch/,https://amikinbo.com/product/sk37b-skmei-watch/
0572,Invento Software Limited,www.invento.com.bd,https://invento.com.bd/our-works/,https://invento.com.bd/ht_portfolios/demand-forecasting-software-for-best-in-brands/
0573,RAVEN,https://ravenleatherz.com,https://ravenleatherz.com/product-category/leather-bags-dhaka-bangladesh/,https://ravenleatherz.com/product/raven-executive-bag-reb-04/
0586,Digitouch Solution (shopnerhut.com),www.shopnerhut.com/,https://www.shopnerhut.com/shop/home-kitchen,https://www.shopnerhut.com/product/322
0593,Ajkerdeal.Com Ltd,www.ajkerdeal.com,https://ajkerdeal.com/category/mens-shopping-punjabi-cotton,https://ajkerdeal.com/Product/1409005/Embroidered-Semi-Long-Cotton-Panjabi
0596,Smart Collectionbd.com,smartcollectionbd.com,https://smartcollectionbd.com/product-category/eid-collections/,https://smartcollectionbd.com/product/anarkali-embroidered-lawn-suits/
0597,SuperbNexus,www.SuperbNexus.com,https://superbnexus.com/cloud-infrastructure/,https://xoomserver.com/cloud-server-linux
0601,DianaHost,www.dianahost.com,https://www.dianahost.com/web-hosting/,https://clients.dianahost.com.bd/store/shared-hosting-ssd-nvme/dh-1gb-ssd-nvme?extra=0&currency=2&billingcycle=monthly
0605,TIME IT,https://www.bazarf.com/,https://www.bazarf.com/index.php/default/mens.html,https://www.bazarf.com/index.php/default/philips-shaver-6472.html
0627,Grameenphone Ltd,www.grameenphone.com/shop,https://www.grameenphone.com/shop/devices/accessories,https://www.grameenphone.com/shop/accessories/product/yison-celebrat-a16-ear-wireless-bluetooth-earphones
0631,OnnoRokom Web Services Ltd,www.rokomari.com,https://www.rokomari.com/product/category/2338/Bags%20and%20Travel?sort=&inStock=on,https://www.rokomari.com/product/297535/escape-backpack
0632,Various Arts of Technology (VAT30),http://vat30.com/,https://vat30.com/Home-Living,https://vat30.com/Home-Living/Telapoka-Medicine-Big-House-7-Packet
0635,PoranBazar,www.poranbazar.com,https://www.poran.com.bd/product-category/food/,https://www.poran.com.bd/shop/coconut-narikel-1pcs/
0639,Techno Planet System,www.technoplanetbd.com,https://technoplanetbd.com/product-category/marine-equipment/,https://technoplanetbd.com/product/daiko-sun-star-box-type-ssa2-100-magnetic-compass/
0644,KARNAPHULI  E-SHOP,www.apondokan.com,https://apondokan.com/?product_cat=cooking,https://apondokan.com/?product=decoration-wooden-present
0646,MBAZAR.COM,www.mbazar.com,https://mbazar.com/designer-suits/,https://mbazar.com/designer-suits/indian-cotton-lucknow-collections/
0649,Living tex,www.livingtexglobal.com,https://livingtexglobal.com/collections/wash-towel,https://livingtexglobal.com/collections/wash-towel/products/6-pcs-wash-towel
0651,EBOIGHAR .COM LIMITED,www.eboighar.com,https://eboighar.com/stationery/30/Copier-Paper,https://eboighar.com/item-details/157/Fresh-A4-Paper-80-GSM-500-Page-%281-Pack%29
0657,Solfa Technologies,www.deshify.com,https://www.deshify.com/mans-fashion,https://www.deshify.com/mens-stylish-hoodie
0659,INVENT Crafts,https://inventcrafts.com/,https://inventcrafts.com/product-category/wooden-study-tools/,https://inventcrafts.com/product/wooden-dairy/
0668,HIMEL SHOP,www.himelshop.com,https://www.himelshop.com/category/Trimmer/6,https://www.himelshop.com/product/Philips-Rechargeable-Trimmer-and-Shaver-Multigroom-Series-3000-Beard-Trimmer-MG3710-15/786
0672,Get Your Fish,www.GETYOURFISH.COM,https://getyourfish.com/product-category/fish-fillets/,https://getyourfish.com/product/red-snapper-fish-fillets/
0676,Nipundeal.Com,www.nipundeal.com,https://www.nipundeal.com/category/%E0%A6%AE%E0%A7%8B%E0%A6%AC%E0%A6%BE%E0%A6%87%E0%A6%B2-%E0%A6%85%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A1-%E0%A6%98%E0%A7%9C%E0%A6%BF-/8,https://www.nipundeal.com/product/Kitty-Style-Folding-Phone-For-Girls/281
0679,HOMEBUSKET,www.homebusket.com,https://homebusket.com/product-category/belt-moneybag/,https://homebusket.com/product-category/belt-moneybag/
0680,Recall Green,http://www.recallgreen.com/,https://www.recallgreen.com/product-category/home-decor/cushion-cover/,https://www.recallgreen.com/product/butterfly-cushion-cover/
0689,SINGER BANGLADESH LIMITED,www.SINGERBD.COM,https://singerbd.com/products/television/android-tv.html,https://singerbd.com/singer-primax-4k-android-tv-s43-sle43u5000gotv.html
0694,FURNITEX,www.furnitexbd.com/,https://furnitexlimited.com/collections/boss-chair,https://furnitexlimited.com/products/royal-function-swivel-ergonomic-office-executive-recliner-chair-ft-bsc001-cowhide-leather
0695,Pet Bangla,www.petbangla.com/,https://petbangla.com/product-category/cat/cat-food/,https://petbangla.com/product/whiskas-uk-can-meaty-selection-6390gm/
0696,THE CELLTECH,www.thecelltech.com/,https://thecelltech.com/services/,https://thecelltech.com/portfolio/graphics-portfolio/
0701,Search English,http://searchenglish.com/,https://reading.searchenglish.com/?_ga=2.33223997.2037257021.1700759354-1095636115.1700759354&_gl=1*tf5fit*_ga*MTA5NTYzNjExNS4xNzAwNzU5MzU0*_ga_22G9HWX96R*MTcwMDc1OTM1My4xLjAuMTcwMDc1OTM1My4wLjAuMA..,https://reading.searchenglish.com/al-ferdous-rana/
0705,ekachabazar.com,www.ekachabazar.com/,https://www.ekachabazar.com/categories/computer-accessories,https://www.ekachabazar.com/product/magnam-similique-sint-qui-voluptate-quod
0710,HostClaw,www.Hostclaw.com/,https://www.hostclaw.com/cdn-services.html,https://www.hostclaw.com/client/cart.php?a=view
0714,Market Rocker,www.marketrocker.com/,https://marketrocker.com/buy-ladies-gents-mens-watch-best-price-in-bd/,https://marketrocker.com/product/dw-artificial-analog-watch-for-men/
0720,NRB BAZAAR Limited,https://www.nrbbazaar.com/,https://www.nrbbazaar.com/books,https://www.nrbbazaar.com/akash-chhoyar-swopno
0721,Leisfita.com,www.leisfita.com/,https://leisfita.com/collections/diamond,https://leisfita.com/collections/diamond/products/diamond-pendant-dh-pendant-005
0728,Spark Bazar,www.sparkbazar.com/,https://sparkbazar.com/index.php?route=product/category&language=en-gb&path=70,https://sparkbazar.com/index.php?route=product/product&language=en-gb&path=70&product_id=248
0741,Sylhet Online Shop-S.O.S,https://sylsos.com/,https://sylsos.com/product-category/hair-care-shop/,https://sylsos.com/product/herbal-essences-flamazingly-smooth-400ml/
0742,Fix it HMBR Ltd.,www.fixit.com.bd/,https://fixit.com.bd/product-category/cleaning-supplies/household-cleaners/dishwashing-liquid/,https://fixit.com.bd/product/1-liter-lemon-bio-natural-skin-moisturizing-lemon-dishwashing-liquid-goodmaid-brand/
0751,Manohari Shop,www.manohari.shop,https://www.manohari.shop/category-item?name=Electronics%20Gadgets,https://www.manohari.shop/product/virtual-keyboard/
0756,I-Venture Limited,www.iventurebd.com,https://iventurebd.com/digital-marketing-solutions/,https://iventurebd.com/affiliate-marketing-service/
0757,Surovi Enterprise Ltd,www.surovienterprise.net,https://surovienterprise.net/product-category/gaming/,https://surovienterprise.net/product/computer-accessories/keyboard/ck95-wired-mechnical-keyboard-single-blue-backlit-with-red-switch/
0758,Mediasoft Data Systems Ltd,www.mediasoftbd.com,https://mediasoftbd.com/category,https://mediasoftbd.com/supershoppos/
0759,Labu Flutes,www.labuflutes.com,https://www.labuflutes.com/collection/bamboo-whistles,https://www.labuflutes.com/product/professional-bamboo-whistle-flutes-set-12-pcs
0774,XEON BD,www.xeonbd.com,https://www.xeonbd.com/wordpress/,https://manage.xeonbd.com/store/linux-cpanel-hostings-ordpress/wp-plus?billingcycle=monthly
0777,Area71,www.area71bd.com,https://area71bd.com/product/amazon-fba-starter/,https://area71bd.com/product/off-the-rack-otr/
0783,Kablewala Bangladesh Corporation,www.kablewala.com.bd/,https://www.kablewala.com.bd/clothing-and-apparel/accessories/men-eyewear-bangladesh.html,https://www.kablewala.com.bd/clothing-and-apparel/accessories/men-eyewear-bangladesh/mens-eyewear/ray-ban-sunglass.html
0785,Kay Kraft,www.kaykraft.com,https://www.kaykraft.com/product-category/ekushey23/,https://www.kaykraft.com/product/black-cotton-printed-panjabi-2/
0786,Hatti Matim Tim,www.hattimatim.com.bd,https://www.hattimatim.com.bd/vendors/hattimaimtim,https://www.hattimatim.com.bd/products/nestle-nan-optipro-1-400g-RHISFZIXSA
0789,Boibazar.com,www.boibazar.com,https://www.boibazar.com/category-books/academic-books,https://www.boibazar.com/book/nurani-bangla-shikkha-class-4
0796,OUTWEARASIA.COM,www.outwearasia.com,https://outwearasia.com/product-category/men/t-shirt/,https://outwearasia.com/product/active-0-half-sleeves-sports-jersey-t-shirt-olive/
0797,ZAMAN IT,www.zaman-it.com,https://www.zaman-it.com/wifi-camera-dhaka/,https://www.zaman-it.com/cctv-service-in-bangladesh/
0804,Star Computer Systems Limited,www.stargroup-bd.com,,https://www.stargroup-bd.com/single/product/details/4
0809,APCOM,www.apcombd.com,https://apcombd.com/category/icu-accessories-bum3d,https://apcombd.com/product/fdg-tube-50cm-kangaroo-non-weighted-feeding-tubes
0810,Tetrahost Bangladesh,www.tetrahostbd.com,https://www.tetrahostbd.com/reseller,https://manage.tetrahostbd.com/index.php?rp=/store/reseller-hosting/professional&currency=2
